,Unnamed: 0.1,Unnamed: 0,loan_id,user_id,loan_amount,loan_initiated_date,due_date,phone_number,is_default
2204,2204,2204,47459,26444,266666.7893,19/04/22 15:08,19/05/22 15:08,4942885798,1
2205,2205,2205,47461,26446,165738.2841,19/04/22 14:37,19/05/22 14:37,6932684247,1
2206,2206,2206,47484,26409,450000.0,19/04/22 16:02,19/05/22 16:02,6753106450,0
2207,2207,2207,47514,26476,166666.7857,19/04/22 16:43,19/05/22 16:43,1392968108,0
2208,2208,2208,47549,26498,16666.82258,19/04/22 17:04,19/05/22 17:04,7915873238,0
2209,2209,2209,47550,26500,133366.7887,19/04/22 17:25,19/05/22 17:25,5984860739,1
2210,2210,2210,47555,26493,22601.0,19/04/22 17:13,19/05/22 17:13,3461719809,0
2211,2211,2211,47559,26489,10000.0,19/04/22 17:11,19/05/22 17:11,2751712131,0
2212,2212,2212,47595,26529,216666.75,19/04/22 18:25,19/05/22 18:25,1516729623,0
2213,2213,2213,47598,26531,23244.7931,19/04/22 18:32,19/05/22 18:32,5203778510,0
2214,2214,2214,47620,26544,1000.0,19/04/22 19:10,19/05/22 19:10,6140384610,0
2215,2215,2215,47724,25313,266666.6522,20/04/22 5:00,20/05/22 5:00,4466840636,0
2216,2216,2216,47734,26620,23863.63636,20/04/22 5:08,20/05/22 5:08,4718773406,0
2217,2217,2217,47735,26621,266666.8222,20/04/22 5:22,20/05/22 5:22,6429297169,0
2218,2218,2218,47743,26625,266666.7902,20/04/22 10:19,20/05/22 10:19,6013775987,1
2219,2219,2219,47746,26628,300000.0,20/04/22 5:24,20/05/22 5:24,1533763408,1
2220,2220,2220,47762,26635,288607.5949,20/04/22 5:58,20/05/22 5:58,4037401218,1
2221,2221,2221,47764,26637,184615.3846,20/04/22 6:01,20/05/22 6:01,8575746680,0
2222,2222,2222,47772,26641,355555.5556,20/04/22 9:46,20/05/22 9:46,7502999742,0
2223,2223,2223,47803,26657,166633.0029,20/04/22 7:20,20/05/22 7:20,8337349306,1
2224,2224,2224,47848,26677,116002.0228,20/04/22 10:01,20/05/22 10:01,9847089076,1
2225,2225,2225,47872,25371,499966.75,20/04/22 9:01,20/05/22 9:01,7876497147,0
2226,2226,2226,47873,26676,233333.0061,20/04/22 9:11,20/05/22 9:11,8940676616,1
2227,2227,2227,47885,26696,183333.0029,20/04/22 9:29,20/05/22 9:29,8793333095,1
2228,2228,2228,47901,26176,266666.7896,20/04/22 13:07,20/05/22 13:07,9168978266,1
2229,2229,2229,47906,26712,83300.0,20/04/22 10:02,20/05/22 10:02,5239746652,1
2230,2230,2230,47908,26048,116000.1229,20/04/22 10:46,20/05/22 10:46,7683204895,0
2231,2231,2231,47910,26715,500000.0,20/04/22 10:19,20/05/22 10:19,7963200410,1
2232,2232,2232,47915,26717,166666.7896,20/04/22 10:56,20/05/22 10:56,3275636628,1
2233,2233,2233,47933,26723,266666.7857,21/04/22 19:09,21/05/22 19:09,7372906705,1
2234,2234,2234,47937,26725,133366.5263,20/04/22 11:20,20/05/22 11:20,3535633266,0
2235,2235,2235,47962,21268,266666.7844,28/04/22 12:17,28/05/22 12:17,5778931773,1
2236,2236,2236,47970,26744,233333.0029,20/04/22 14:35,20/05/22 14:35,8073839282,1
2237,2237,2237,47978,21704,59980.0,20/04/22 11:37,20/05/22 11:37,2330034615,0
2238,2238,2238,48009,26762,116666.789,20/04/22 14:11,20/05/22 14:11,5596964707,1
2239,2239,2239,48032,26778,300000.0,20/04/22 14:25,20/05/22 14:25,5214187574,0
2240,2240,2240,48034,26780,150000.0,20/04/22 13:05,20/05/22 13:05,9246721345,1
2241,2241,2241,48044,26783,266666.7037,20/04/22 15:10,20/05/22 15:10,4790082925,0
2242,2242,2242,48045,26784,160000.0,20/04/22 13:22,20/05/22 13:22,3732340846,0
2243,2243,2243,48060,25643,266666.7827,21/04/22 19:09,21/05/22 19:09,8094953334,1
2244,2244,2244,48061,26794,499966.789,20/04/22 15:41,20/05/22 15:41,6563419271,1
2245,2245,2245,48066,26797,97966.85714,20/04/22 13:51,20/05/22 13:51,6683306468,0
2246,2246,2246,48067,26798,165711.6791,20/04/22 14:54,20/05/22 14:54,7883443492,1
2247,2247,2247,48071,26801,233333.0029,20/04/22 14:00,20/05/22 14:00,7755367901,1
2248,2248,2248,48075,26806,300000.0,20/04/22 14:13,20/05/22 14:13,2597312947,0
2249,2249,2249,48083,26811,500000.0,20/04/22 14:35,20/05/22 14:35,6748984846,1
2250,2250,2250,48089,26814,100000.0,20/04/22 15:25,20/05/22 15:25,1339577876,1
2251,2251,2251,48098,26818,148300.2833,20/04/22 15:08,20/05/22 15:08,6913396227,1
2252,2252,2252,48100,26820,265138.6132,20/04/22 15:04,20/05/22 15:04,8333252529,1
2253,2253,2253,48103,26822,14179.21053,20/04/22 14:56,20/05/22 14:56,4229695607,0
2254,2254,2254,48105,26824,100000.0,20/04/22 15:29,20/05/22 15:29,5909289582,1
2255,2255,2255,48107,26826,133333.003,21/04/22 16:18,21/05/22 16:18,8466209470,1
2256,2256,2256,48108,26827,164772.8494,20/04/22 15:13,20/05/22 15:13,5789651283,1
2257,2257,2257,48110,25249,39691.66667,20/04/22 15:05,20/05/22 15:05,7185683105,0
2258,2258,2258,48113,26829,133333.0029,20/04/22 15:59,20/05/22 15:59,4655996025,1
2259,2259,2259,48118,26834,266666.7874,20/04/22 15:43,20/05/22 15:43,7386572486,1
2260,2260,2260,48119,26835,133333.0213,21/04/22 5:15,21/05/22 5:15,9833086941,0
2261,2261,2261,48123,26838,133333.0029,20/04/22 15:50,20/05/22 15:50,4847451546,1
2262,2262,2262,48135,26844,200000.0,20/04/22 17:06,20/05/22 17:06,2490999476,1
2263,2263,2263,48145,26855,299966.9937,21/04/22 19:10,21/05/22 19:10,1539244947,1
2264,2264,2264,48157,26858,466666.789,20/04/22 16:43,20/05/22 16:43,7821065189,1
2265,2265,2265,48159,26866,133333.0029,20/04/22 16:43,20/05/22 16:43,8015517491,1
2266,2266,2266,48174,26878,266666.7884,20/04/22 17:39,20/05/22 17:39,1453378315,1
2267,2267,2267,48182,26884,300000.0,20/04/22 18:00,20/05/22 18:00,1030336475,1
2268,2268,2268,48248,23885,166633.0001,20/04/22 23:20,20/05/22 23:20,3572850378,1
2269,2269,2269,48305,26892,10000.0,21/04/22 4:20,21/05/22 4:20,5763336616,1
2270,2270,2270,48324,26979,35564.28571,21/04/22 5:19,21/05/22 5:19,6948640128,0
2271,2271,2271,48333,26985,100000.0,21/04/22 5:43,21/05/22 5:43,3652759873,1
2272,2272,2272,48336,26986,20833.0045,21/04/22 5:42,21/05/22 5:42,4438781924,0
2273,2273,2273,48350,26997,466666.7859,21/04/22 6:29,21/05/22 6:29,1602738184,1
2274,2274,2274,48355,27000,233300.0,21/04/22 6:45,21/05/22 6:45,4566647438,0
2275,2275,2275,48358,27002,331383.6901,21/04/22 9:21,21/05/22 9:21,8097366406,1
2276,2276,2276,48363,27004,300000.0,21/04/22 7:08,21/05/22 7:08,6915250116,1
2277,2277,2277,48370,26158,100000.0,21/04/22 19:11,21/05/22 19:11,7830766617,1
2278,2278,2278,48380,27015,120833.0938,21/04/22 8:09,21/05/22 8:09,9354214861,0
2279,2279,2279,48383,27017,130158.4286,21/04/22 7:55,21/05/22 7:55,5862047649,0
2280,2280,2280,48397,27025,152381.0,21/04/22 13:07,21/05/22 13:07,2335511735,0
2281,2281,2281,48399,26984,6633.004032,21/04/22 8:22,21/05/22 8:22,9992656586,0
2282,2282,2282,48412,27032,499966.7834,21/04/22 19:12,21/05/22 19:12,7578906863,1
2283,2283,2283,48415,18344,179966.7882,21/04/22 8:49,21/05/22 8:49,4210026318,1
2284,2284,2284,48430,27045,100000.0,21/04/22 9:09,21/05/22 9:09,9655787824,1
2285,2285,2285,48432,27047,399966.7846,22/04/22 21:13,22/05/22 21:13,5267731518,1
2286,2286,2286,48434,27048,466666.7928,21/04/22 11:13,21/05/22 11:13,1087948777,0
2287,2287,2287,48437,27050,150000.0,21/04/22 19:13,21/05/22 19:13,9103763337,0
2288,2288,2288,48438,27051,25470.0,21/04/22 9:20,21/05/22 9:20,3251587850,0
2289,2289,2289,48459,27065,9285.714286,21/04/22 10:05,21/05/22 10:05,8113341569,0
2290,2290,2290,48471,27074,164473.0526,21/04/22 10:24,21/05/22 10:24,4339794239,1
2291,2291,2291,48496,27087,300000.0,21/04/22 11:03,21/05/22 11:03,6772343649,1
2292,2292,2292,48501,27091,149120.2346,21/04/22 11:11,21/05/22 11:11,5940968969,1
2293,2293,2293,48503,25979,14966.78761,21/04/22 11:02,21/05/22 11:02,6686524022,1
2294,2294,2294,48505,27093,16633.05,21/04/22 11:04,21/05/22 11:04,3065780000,0
2295,2295,2295,48521,27104,166633.003,21/04/22 11:38,21/05/22 11:38,1457906878,1
2296,2296,2296,48523,27106,100000.0,21/04/22 12:02,21/05/22 12:02,4159441153,0
2297,2297,2297,48537,27116,150000.0,21/04/22 12:35,21/05/22 12:35,1403889270,1
2298,2298,2298,48545,27120,133333.006,21/04/22 12:30,21/05/22 12:30,3305427961,1
2299,2299,2299,48546,27121,24966.68627,21/04/22 12:32,21/05/22 12:32,4930630711,0
2300,2300,2300,48555,27129,133333.003,21/04/22 19:13,21/05/22 19:13,8325489933,1
2301,2301,2301,48575,27136,24966.26263,21/04/22 13:04,21/05/22 13:04,3497308956,0
2302,2302,2302,48582,27145,231960.4588,21/04/22 13:20,21/05/22 13:20,2251334977,1
2303,2303,2303,48587,27147,166666.8185,21/04/22 13:28,21/05/22 13:28,7561966454,1
2304,2304,2304,48601,27156,133366.7538,21/04/22 14:20,21/05/22 14:20,6956195264,0
2305,2305,2305,48603,27158,261224.3469,21/04/22 14:47,21/05/22 14:47,8576298972,0
2306,2306,2306,48611,27162,100000.0,21/04/22 14:02,21/05/22 14:02,5938232099,1
2307,2307,2307,48613,27163,266666.8182,21/04/22 14:13,21/05/22 14:13,4102282704,0
2308,2308,2308,48615,27160,7499.8,21/04/22 14:12,21/05/22 14:12,7019183607,0
2309,2309,2309,48619,27167,266666.7864,21/04/22 14:23,21/05/22 14:23,2017563898,1
2310,2310,2310,48630,27177,333333.004,21/04/22 15:22,21/05/22 15:22,5315668882,0
2311,2311,2311,48634,27180,200000.0,21/04/22 15:39,21/05/22 15:39,9821753312,1
2312,2312,2312,48643,27187,233333.0476,21/04/22 15:15,21/05/22 15:15,6340157733,0
2313,2313,2313,48650,27174,116700.0,21/04/22 15:16,21/05/22 15:16,8467987007,1
2314,2314,2314,48651,27191,362235.7674,22/04/22 19:37,22/05/22 19:37,1654915139,1
2315,2315,2315,48654,27193,183333.0068,21/04/22 15:14,21/05/22 15:14,8342284136,0
2316,2316,2316,48659,27197,154761.4286,21/04/22 15:22,21/05/22 15:22,1624504439,0
2317,2317,2317,48662,27114,300000.0,21/04/22 15:32,21/05/22 15:32,3869423002,0
2318,2318,2318,48667,27202,133333.003,21/04/22 15:37,21/05/22 15:37,6558055981,1
2319,2319,2319,48678,26296,7500.0,21/04/22 15:58,21/05/22 15:58,2313461420,0
2320,2320,2320,48680,27208,265005.3271,21/04/22 16:07,21/05/22 16:07,7796993667,1
2321,2321,2321,48681,27212,24198.58462,21/04/22 16:00,21/05/22 16:00,2191967960,0
2322,2322,2322,48685,27216,500000.0,21/04/22 16:17,21/05/22 16:17,7060888192,1
2323,2323,2323,48690,27220,133333.003,21/04/22 19:14,21/05/22 19:14,9066951932,1
2324,2324,2324,48706,27232,8600.0,21/04/22 16:46,21/05/22 16:46,9915333622,0
2325,2325,2325,48708,27233,433300.0,21/04/22 17:13,21/05/22 17:13,1496954384,1
2326,2326,2326,48714,27236,49966.78507,21/04/22 19:14,21/05/22 19:14,2451105706,1
2327,2327,2327,48716,27237,133333.003,21/04/22 17:10,21/05/22 17:10,8521479688,1
2328,2328,2328,48721,27241,23300.0,21/04/22 17:12,21/05/22 17:12,3871359317,0
2329,2329,2329,48722,27203,150000.0,21/04/22 17:28,21/05/22 17:28,2041736364,0
2330,2330,2330,48723,27242,333333.003,21/04/22 17:23,21/05/22 17:23,8459401941,0
2331,2331,2331,48734,27250,500000.0,21/04/22 18:20,21/05/22 18:20,5904450779,1
2332,2332,2332,48750,27262,10000.0,21/04/22 17:58,21/05/22 17:58,5457887330,0
2333,2333,2333,48756,27263,6633.076923,21/04/22 18:03,21/05/22 18:03,3885403466,0
2334,2334,2334,48765,27272,13333.00394,21/04/22 18:36,21/05/22 18:36,7423490436,1
2335,2335,2335,48796,27292,6000.0,21/04/22 20:29,21/05/22 20:29,4306491017,0
2336,2336,2336,48841,27322,7857.142857,22/04/22 2:59,22/05/22 2:59,1149778789,0
2337,2337,2337,48872,27259,10000.0,22/04/22 4:08,22/05/22 4:08,3857879313,1
2338,2338,2338,48874,27342,4966.333333,22/04/22 4:24,22/05/22 4:24,1873685248,0
2339,2339,2339,48880,27352,8749.833333,22/04/22 4:25,22/05/22 4:25,6691608656,0
2340,2340,2340,48892,27360,166633.003,22/04/22 13:37,22/05/22 13:37,8124507848,1
2341,2341,2341,48894,27362,333333.003,22/04/22 11:17,22/05/22 11:17,1814432735,1
2342,2342,2342,48901,27369,266700.0,22/04/22 5:29,22/05/22 5:29,9743563888,1
2343,2343,2343,48912,27373,8750.0,22/04/22 5:49,22/05/22 5:49,4748387852,0
2344,2344,2344,48917,23748,14966.78462,22/04/22 20:56,22/05/22 20:56,3630545222,1
2345,2345,2345,48919,27376,14966.7855,22/04/22 10:02,22/05/22 10:02,1813450705,1
2346,2346,2346,48933,27385,9200.0,22/04/22 6:37,22/05/22 6:37,3070363136,0
2347,2347,2347,48934,27386,200000.0,22/04/22 6:45,22/05/22 6:45,9886564687,0
2348,2348,2348,48940,27391,333333.003,22/04/22 7:27,22/05/22 7:27,4801118799,1
2349,2349,2349,48948,27395,23300.0,22/04/22 7:11,22/05/22 7:11,9227388624,0
2350,2350,2350,48959,27403,430738.1976,22/04/22 7:47,22/05/22 7:47,6617151347,1
2351,2351,2351,48966,27409,300000.0,22/04/22 7:41,22/05/22 7:41,8758535067,1
2352,2352,2352,48981,27412,264558.6798,22/04/22 15:14,22/05/22 15:14,4406426189,1
2353,2353,2353,48982,27401,127999.72,22/04/22 8:06,22/05/22 8:06,7825139876,0
2354,2354,2354,49002,27428,233333.0031,22/04/22 21:13,22/05/22 21:13,1322440221,1
2355,2355,2355,49023,27439,300000.0,22/04/22 15:03,22/05/22 15:03,1916781744,1
2356,2356,2356,49026,27441,266666.7842,22/04/22 10:54,22/05/22 10:54,9839127074,1
2357,2357,2357,49063,27464,133333.003,22/04/22 10:42,22/05/22 10:42,4548629000,1
2358,2358,2358,49068,27468,17023.57143,22/04/22 10:29,22/05/22 10:29,7862795010,0
2359,2359,2359,49076,27473,352551.7842,22/04/22 10:47,22/05/22 10:47,1605914506,1
2360,2360,2360,49080,27474,300000.0,22/04/22 11:51,22/05/22 11:51,3835956198,1
2361,2361,2361,49093,27483,218181.6364,22/04/22 11:21,22/05/22 11:21,4047263812,0
2362,2362,2362,49094,27484,133333.003,22/04/22 11:34,22/05/22 11:34,3900126440,1
2363,2363,2363,49108,27491,499966.7853,22/04/22 20:57,22/05/22 20:57,4231952527,1
2364,2364,2364,49110,27493,7262.5,22/04/22 11:41,22/05/22 11:41,1052550859,0
2365,2365,2365,49111,27494,300000.0,22/04/22 11:47,22/05/22 11:47,3030938804,1
2366,2366,2366,49122,27499,200000.0,22/04/22 12:01,22/05/22 12:01,7777731972,1
2367,2367,2367,49131,27505,200000.0,22/04/22 12:23,22/05/22 12:23,1751677361,1
2368,2368,2368,49136,21200,266666.7835,22/04/22 13:02,22/05/22 13:02,2629096920,1
2369,2369,2369,49141,27512,300000.0,22/04/22 17:24,22/05/22 17:24,2155616291,1
2370,2370,2370,49143,27513,300000.0,22/04/22 13:06,22/05/22 13:06,5527790146,1
2371,2371,2371,49144,27514,496945.8369,22/04/22 14:17,22/05/22 14:17,9081333620,1
2372,2372,2372,49159,27522,300100.0,22/04/22 20:58,22/05/22 20:58,9311156832,1
2373,2373,2373,49160,27504,20659.45946,22/04/22 13:37,22/05/22 13:37,7465069672,0
2374,2374,2374,49172,23574,333333.0046,22/04/22 14:49,22/05/22 14:49,8057890476,1
2375,2375,2375,49179,27533,166666.6111,22/04/22 14:34,22/05/22 14:34,5636640539,0
2376,2376,2376,49184,27537,166666.7835,22/04/22 14:23,22/05/22 14:23,1523045681,1
2377,2377,2377,49192,27544,166633.0031,22/04/22 21:01,22/05/22 21:01,7378203746,1
2378,2378,2378,49199,27550,300000.0,22/04/22 15:13,22/05/22 15:13,7295316279,0
2379,2379,2379,49201,27552,90000.0,22/04/22 15:04,22/05/22 15:04,5285035792,0
2380,2380,2380,49203,27554,116666.7835,22/04/22 15:03,22/05/22 15:03,3030386259,1
2381,2381,2381,49204,27555,300000.0,22/04/22 15:05,22/05/22 15:05,9833430369,1
2382,2382,2382,49213,27560,133333.003,22/04/22 15:29,22/05/22 15:29,5885181770,1
2383,2383,2383,49214,27561,166633.003,22/04/22 15:30,22/05/22 15:30,1316254730,1
2384,2384,2384,49217,27563,266666.7835,22/04/22 16:05,22/05/22 16:05,5473974652,1
2385,2385,2385,49221,27541,133333.003,22/04/22 15:52,22/05/22 15:52,2479900075,1
2386,2386,2386,49222,27565,166666.7853,22/04/22 21:00,22/05/22 21:00,4762153286,1
2387,2387,2387,49224,27567,266666.7835,22/04/22 15:48,22/05/22 15:48,9518804160,1
2388,2388,2388,49237,27575,300000.0,22/04/22 18:07,22/05/22 18:07,3108852061,1
2389,2389,2389,49241,26754,323943.3662,22/04/22 16:36,22/05/22 16:36,2739962959,0
2390,2390,2390,49242,27523,133333.003,22/04/22 16:53,22/05/22 16:53,7545372433,1
2391,2391,2391,49249,27582,500000.0,22/04/22 17:11,22/05/22 17:11,8087578787,1
2392,2392,2392,49253,27583,110000.0,22/04/22 16:35,22/05/22 16:35,5540481336,1
2393,2393,2393,49264,18909,29980.0,22/04/22 16:54,22/05/22 16:54,6158049564,0
2394,2394,2394,49272,27595,266666.9058,23/04/22 7:26,23/05/22 7:26,2242329116,0
2395,2395,2395,49274,27592,165650.5244,22/04/22 21:01,22/05/22 21:01,2881816950,1
2396,2396,2396,49276,27597,166666.7829,22/04/22 17:20,22/05/22 17:20,2114188114,1
2397,2397,2397,49279,27598,295945.9459,22/04/22 17:52,22/05/22 17:52,6698232712,1
2398,2398,2398,49288,27604,23902.66667,22/04/22 17:28,22/05/22 17:28,4189814467,0
2399,2399,2399,49290,27600,133333.0031,22/04/22 17:32,22/05/22 17:32,2502786727,1
2400,2400,2400,49346,27641,18059.38806,22/04/22 21:16,22/05/22 21:16,3884532055,0
2401,2401,2401,49348,27643,25833.625,22/04/22 21:48,22/05/22 21:48,1556053721,0
2402,2402,2402,49370,27612,10000.0,23/04/22 1:31,23/05/22 1:31,4508718267,1
2403,2403,2403,49393,27669,60783.33333,23/04/22 2:47,23/05/22 2:47,7767036961,0
2404,2404,2404,49425,27693,23697.75,23/04/22 4:49,23/05/22 4:49,1768031988,0
2405,2405,2405,49435,27699,306780.0,23/04/22 5:15,23/05/22 5:15,4609766043,1
2406,2406,2406,49443,27704,183333.013,23/04/22 14:30,23/05/22 14:30,1604318065,1
2407,2407,2407,49447,27664,236586.0,23/04/22 5:35,23/05/22 5:35,7413745649,0
2408,2408,2408,49472,27724,10000.0,23/04/22 6:16,23/05/22 6:16,5565678568,1
2409,2409,2409,49477,26082,9938.271605,23/04/22 6:21,23/05/22 6:21,9851967219,0
2410,2410,2410,49484,27732,17504.34783,23/04/22 6:33,23/05/22 6:33,2404839093,0
2411,2411,2411,49486,27734,265030.7883,23/04/22 7:05,23/05/22 7:05,2303644505,0
2412,2412,2412,49506,27741,133300.0,23/04/22 7:00,23/05/22 7:00,8030921521,0
2413,2413,2413,49508,27743,381818.1818,23/04/22 8:57,23/05/22 8:57,1014665244,0
2414,2414,2414,49514,27748,250000.0,24/04/22 11:51,24/05/22 11:51,9098446310,1
2415,2415,2415,49517,27738,233300.0,23/04/22 7:58,23/05/22 7:58,1942187320,1
2416,2416,2416,49518,27750,133333.013,24/04/22 3:23,24/05/22 3:23,2054331056,1
2417,2417,2417,49526,27733,200000.0,23/04/22 7:46,23/05/22 7:46,1129139220,0
2418,2418,2418,49579,27783,300000.0,23/04/22 9:09,23/05/22 9:09,7102466226,1
2419,2419,2419,49593,27796,100000.0,23/04/22 9:54,23/05/22 9:54,1891084685,1
2420,2420,2420,49596,27790,11666.625,23/04/22 9:41,23/05/22 9:41,5337887961,0
2421,2421,2421,49600,27801,55000.0,23/04/22 9:46,23/05/22 9:46,2946532485,1
2422,2422,2422,49620,27808,233333.0032,23/04/22 15:30,23/05/22 15:30,2878513296,1
2423,2423,2423,49622,2,18266.91946,23/04/22 10:23,23/05/22 10:23,5520012874,0
2424,2424,2424,49636,27821,194444.3333,23/04/22 11:11,23/05/22 11:11,9639866071,0
2425,2425,2425,49641,27824,166666.7819,23/04/22 11:20,23/05/22 11:20,2985928439,1
2426,2426,2426,49645,27828,493794.3549,23/04/22 13:43,23/05/22 13:43,9993335366,1
2427,2427,2427,49652,27833,6250.0,23/04/22 11:30,23/05/22 11:30,9594259578,0
2428,2428,2428,49653,27834,31490.90909,23/04/22 11:36,23/05/22 11:36,5785526019,0
2429,2429,2429,49656,26720,28300.0,23/04/22 11:42,23/05/22 11:42,9473735247,0
2430,2430,2430,49657,27729,324359.0385,23/04/22 11:55,23/05/22 11:55,7517567252,0
2431,2431,2431,49673,27846,357295.1054,25/04/22 10:59,25/05/22 10:59,7394256249,1
2432,2432,2432,49678,27852,175000.0,23/04/22 12:28,23/05/22 12:28,3159353154,0
2433,2433,2433,49681,27854,300000.0,23/04/22 12:38,23/05/22 12:38,4591525182,1
2434,2434,2434,49712,27871,466666.7855,23/04/22 14:01,23/05/22 14:01,8453224301,1
2435,2435,2435,49724,27881,50000.0,23/04/22 14:46,23/05/22 14:46,7419397174,1
2436,2436,2436,49728,27884,230443.4365,23/04/22 16:48,23/05/22 16:48,1321321349,1
2437,2437,2437,49735,27889,62500.0,23/04/22 14:26,23/05/22 14:26,9259041477,1
2438,2438,2438,49741,27892,14966.9372,23/04/22 14:27,23/05/22 14:27,9385639459,0
2439,2439,2439,49752,27771,133366.7806,24/04/22 12:55,24/05/22 12:55,9241239982,1
2440,2440,2440,49753,27897,300000.0,23/04/22 15:15,23/05/22 15:15,1722680656,1
2441,2441,2441,49755,27899,115970.625,23/04/22 14:59,23/05/22 14:59,3144909601,1
2442,2442,2442,49756,27900,183333.0031,23/04/22 15:00,23/05/22 15:00,5966690954,1
2443,2443,2443,49760,27902,132502.271,23/04/22 15:23,23/05/22 15:23,9740125976,1
2444,2444,2444,49773,27839,231765.1316,23/04/22 16:13,23/05/22 16:13,9236019086,0
2445,2445,2445,49779,27915,150000.0,23/04/22 16:00,23/05/22 16:00,5719658802,1
2446,2446,2446,49785,27918,170000.0,23/04/22 16:16,23/05/22 16:16,3153541374,1
2447,2447,2447,49788,27920,333333.0032,23/04/22 16:06,23/05/22 16:06,9784454143,1
2448,2448,2448,49789,27921,288888.8889,23/04/22 16:03,23/05/22 16:03,7359860255,0
2449,2449,2449,49791,27923,500000.0,23/04/22 16:13,23/05/22 16:13,1943978667,1
2450,2450,2450,49824,27949,499966.7848,23/04/22 16:50,23/05/22 16:50,5350748911,1
2451,2451,2451,49851,27963,264013.2587,23/04/22 17:13,23/05/22 17:13,4393290923,1
2452,2452,2452,49854,27964,231078.5845,23/04/22 17:33,23/05/22 17:33,7509812265,1
2453,2453,2453,49866,27562,233862.175,23/04/22 17:34,23/05/22 17:34,1619708057,1
2454,2454,2454,49873,27972,266666.4583,23/04/22 17:57,23/05/22 17:57,6733489373,0
2455,2455,2455,49885,17463,15757.63158,23/04/22 18:17,23/05/22 18:17,5560689278,0
2456,2456,2456,49938,28013,31034.24138,23/04/22 23:54,23/05/22 23:54,3766295321,0
2457,2457,2457,49946,28021,24809.26498,24/04/22 0:44,24/05/22 0:44,5521873310,1
2458,2458,2458,49949,25544,19873.41772,24/04/22 1:12,24/05/22 1:12,7065762487,1
2459,2459,2459,49967,28031,43300.0,24/04/22 2:13,24/05/22 2:13,5214037878,1
2460,2460,2460,49985,28043,14966.81786,24/04/22 2:51,24/05/22 2:51,8813131700,0
2461,2461,2461,49994,28050,23152.53165,24/04/22 3:19,24/05/22 3:19,3177161110,1
2462,2462,2462,50000,27913,166666.7834,24/04/22 3:49,24/05/22 3:49,8269840113,1
2463,2463,2463,50011,28062,14966.37143,24/04/22 4:16,24/05/22 4:16,3228956097,0
2464,2464,2464,50029,28073,500000.0,24/04/22 4:56,24/05/22 4:56,8571788391,0
2465,2465,2465,50048,28087,116666.7827,24/04/22 6:01,24/05/22 6:01,5557535744,1
2466,2466,2466,50053,28090,333333.0294,24/04/22 6:04,24/05/22 6:04,8851842126,0
2467,2467,2467,50058,28094,116633.0033,25/04/22 8:56,25/05/22 8:56,1029698636,1
2468,2468,2468,50062,28097,37887.5,24/04/22 6:07,24/05/22 6:07,2212820761,0
2469,2469,2469,50066,12496,6950.0,24/04/22 6:20,24/05/22 6:20,7017275696,0
2470,2470,2470,50084,28113,8800.0,24/04/22 7:01,24/05/22 7:01,9043216257,0
2471,2471,2471,50087,28098,109803.7059,24/04/22 7:07,24/05/22 7:07,5066720820,0
2472,2472,2472,50090,28116,133333.0032,24/04/22 7:29,24/05/22 7:29,3809076881,1
2473,2473,2473,50140,28149,384313.9412,24/04/22 9:40,24/05/22 9:40,7517529570,0
2474,2474,2474,50159,28159,333333.0172,24/04/22 9:01,24/05/22 9:01,5179021463,1
2475,2475,2475,50164,28119,99337.74834,25/04/22 16:02,25/05/22 16:02,2382011415,1
2476,2476,2476,50179,28171,260317.5119,24/04/22 9:34,24/05/22 9:34,6884473595,0
2477,2477,2477,50182,28174,298107.2555,24/04/22 9:26,24/05/22 9:26,7554558683,1
2478,2478,2478,50193,28182,266666.7788,24/04/22 9:50,24/05/22 9:50,4401305796,1
2479,2479,2479,50203,28190,250000.0,24/04/22 13:07,24/05/22 13:07,3547988998,1
2480,2480,2480,50212,18954,23212.40602,24/04/22 10:15,24/05/22 10:15,3507670609,1
2481,2481,2481,50214,27929,266666.7806,24/04/22 10:25,24/05/22 10:25,6236153679,1
2482,2482,2482,50219,28202,333333.0032,24/04/22 10:49,24/05/22 10:49,5249497829,1
2483,2483,2483,50221,28204,233333.0032,24/04/22 10:43,24/05/22 10:43,2497201217,1
2484,2484,2484,50223,28206,133333.0032,24/04/22 10:44,24/05/22 10:44,7381719116,1
2485,2485,2485,50224,28207,9545.454545,24/04/22 10:36,24/05/22 10:36,1635287437,0
2486,2486,2486,50228,27171,331203.0831,24/04/22 10:57,24/05/22 10:57,8079613520,1
2487,2487,2487,50243,28216,233366.7622,24/04/22 11:21,24/05/22 11:21,5147769448,1
2488,2488,2488,50247,28220,99363.05732,24/04/22 12:53,24/05/22 12:53,6588776830,1
2489,2489,2489,50250,28223,8963.066667,24/04/22 11:36,24/05/22 11:36,9890879536,0
2490,2490,2490,50254,28226,233333.0032,24/04/22 11:49,24/05/22 11:49,9540216273,1
2491,2491,2491,50266,28236,120000.0,24/04/22 12:08,24/05/22 12:08,4273457894,1
2492,2492,2492,50267,28237,4166.75,24/04/22 11:50,24/05/22 11:50,1263232179,0
2493,2493,2493,50269,28238,266666.7806,24/04/22 11:57,24/05/22 11:57,5522622937,1
2494,2494,2494,50273,28241,200000.0,24/04/22 12:05,24/05/22 12:05,2525447713,1
2495,2495,2495,50278,28245,300000.0,24/04/22 12:12,24/05/22 12:12,6767447993,1
2496,2496,2496,50283,28250,10764.00637,24/04/22 12:19,24/05/22 12:19,8487093547,1
